"Address","Content Type","Status Code","Status","HTTP Version","Indexability","Indexability Status","Canonical Link Element 1","Meta Robots 1","X-Robots-Tag 1"
"https://www.techryonglobal.com/","text/html; charset=utf-8","200","OK","1.1","Indexable","","","",""
"https://www.techryonglobal.com/assets/index-Bd7_xr1w.js","application/javascript; charset=utf-8","200","OK","1.1","Indexable","","","",""
"https://www.techryonglobal.com/assets/index-C5vWNwZ_.css","text/css; charset=utf-8","200","OK","1.1","Indexable","","","",""
